"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324_B","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"287_162.1045_1.4062_4791_L-CARNITINE - 30.0 eV_L-CARNITINE - 30.0 eV_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"288_162.1045_0.6809_4791_L-CARNITINE - 30.0 eV_L-CARNITINE - 30.0 eV_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.154176e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"289_162.1045_0.9138_4791_Carnitine - 30.00 eV_Carnitine - 30.00 eV_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"290_162.1045_1.1372_4791_Carnitine - 30.00 eV_Carnitine - 30.00 eV_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"291_162.1125_1.1429_5693_N/A_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"298_163.0576_8.0269_3287_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"347_163.1118_5.0526_4402_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Ethers","1.974813e+04","3.787451e+04","1.963236e+04","2.498412e+04","1.829321e+04","1.853180e+04","3.003415e+04","1.238915e+04","3.194292e+04","2.446674e+04","5.161487e+04","1.536126e+04","1.981340e+04","4.853421e+04","2.128953e+04","4.169612e+04","1.660120e+04","3.469591e+04","7.653484e+04","3.210850e+04","4.572264e+04","2.744613e+04","3.317533e+04","2.185453e+04","1.521202e+04","2.050619e+04","1.286683e+04","2.301572e+04","1.036202e+04","4.660758e+04","4.012694e+04","3.294202e+04","2.091737e+04","4.183748e+04","3.251923e+04"
"349_163.123_1.8917_10229_2-Phenylpiperazine_2-Phenylpiperazine_Organic compounds_Alkaloids and derivatives_NA_NA","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"350_163.123_2.9638_10229_Anabasine_Anabasine_Organic compounds_Alkaloids and derivatives_NA_NA","0.000000e+00","0.000000e+00","0.000000e+00","2.842575e+03","0.000000e+00","0.000000e+00","2.980724e+03","3.068731e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.977506e+03","2.093604e+03","0.000000e+00","0.000000e+00","2.188686e+03","5.785898e+03","3.687008e+03","3.282723e+03","2.063390e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.109825e+03","0.000000e+00","2.519270e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.457172e+03","0.000000e+00","2.473823e+03","0.000000e+00","0.000000e+00"
"351_163.1329_4.6816_2341_N/A_NA_no matches_no matches_no matches_no matches","2.105859e+05","2.292523e+05","1.810779e+05","2.635777e+05","3.171894e+05","2.551928e+05","3.922416e+05","3.313012e+05","3.230491e+05","2.566668e+05","2.125501e+05","2.679913e+05","1.953816e+05","1.913931e+05","1.663654e+05","1.776034e+06","1.701830e+06","1.565626e+05","2.913773e+05","1.840466e+05","3.704558e+05","3.380980e+05","3.040660e+05","3.598803e+05","2.482818e+05","2.890519e+05","2.527467e+05","2.446853e+05","2.502758e+05","3.083138e+05","1.663215e+05","1.241712e+05","1.269890e+06","1.241253e+06","1.523988e+06"
"359_164.1016_2.0116_4791_Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14_Spectral Match to 1H-Purin-6-amine, N,N-dimethyl- from NIST14_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"360_164.1017_0.682_4791_1-Deoxynojirimycin_1-Deoxynojirimycin_Organic compounds_Organic nitrogen compounds_Organonitrogen compounds_Quaternary ammonium salts","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"367_164.1201_3.1641_348_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"368_164.1201_3.2353_348_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"369_164.1201_3.3068_348_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"370_164.1201_3.4682_348_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"371_164.1202_2.8864_348_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"416_166.0863_1.8911_514_Spectral Match to DL-Phenylalanine from NIST14_Spectral Match to DL-Phenylalanine from NIST14_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues","4.957167e+04","2.223551e+04","3.335581e+04","3.072736e+04","1.628814e+05","1.513531e+04","3.009883e+04","1.249711e+04","1.742802e+04","9.628621e+03","2.817575e+04","2.157025e+04","4.585931e+04","4.841209e+04","2.239825e+04","2.860165e+04","5.553450e+04","2.293860e+04","1.683350e+04","2.870849e+04","2.760800e+04","2.550628e+04","3.824271e+04","2.927899e+04","3.835117e+04","3.057383e+04","3.116824e+04","2.029065e+04","1.646585e+04","2.801367e+04","1.556409e+04","2.419227e+04","2.496292e+04","2.022993e+04","2.112675e+04"
"438_166.1438_3.239_5898_N/A_NA_no matches_no matches_no matches_no matches","2.094266e+05","2.144418e+05","1.859912e+05","1.532193e+05","2.371514e+05","1.136771e+05","1.687947e+05","2.799333e+05","2.248725e+05","1.691230e+05","1.415056e+05","2.720929e+05","2.158450e+05","2.703972e+05","2.627100e+05","3.947875e+05","3.186474e+05","1.712774e+05","1.710653e+05","1.301399e+05","1.358145e+05","1.833389e+05","1.358011e+05","1.351989e+05","2.476670e+05","9.386082e+04","1.854668e+05","1.286556e+05","2.861085e+05","2.444425e+05","2.201008e+05","2.062139e+05","2.922976e+05","2.665622e+05","3.658268e+05"
"448_167.0703_5.9645_3945_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","2.248938e+04","2.208138e+04","4.349313e+04","4.790556e+04","2.295325e+04","1.544775e+04","2.044939e+04","2.413752e+04","2.925422e+04","2.634450e+04","2.028527e+04","4.083875e+04","2.524554e+04","2.605801e+04","1.748439e+04","2.339386e+04","2.735946e+04","3.862004e+04","1.988515e+04","1.842194e+04","2.819737e+04","2.379635e+04","2.088997e+04","1.067771e+04","1.244045e+04","4.004354e+04","1.436961e+04","2.486702e+04","1.268757e+04","2.153351e+04","1.727169e+04","3.311844e+04","1.421202e+04","1.588597e+04","1.265200e+04"
"451_167.0703_4.2432_3945_N/A_NA_Organic compounds_Organic oxygen compounds_Organooxygen compounds_Carbonyl compounds","6.471663e+04","3.345107e+04","2.818883e+04","2.666357e+04","1.893841e+04","3.523668e+04","1.775985e+04","1.479430e+04","3.619429e+04","3.204988e+04","3.278069e+04","1.387579e+04","2.513328e+04","2.627385e+04","2.548612e+04","3.501011e+04","3.885186e+04","5.558518e+04","5.850948e+04","1.629723e+04","2.079460e+04","3.253729e+04","4.095425e+04","4.378934e+04","3.527184e+04","3.907871e+04","5.187892e+04","2.910392e+04","4.793834e+04","2.110669e+04","4.718633e+04","4.345038e+04","2.307388e+04","4.416507e+04","1.825253e+04"
"458_167.0703_2.798_9298_Asperlactone_Asperlactone_no matches_no matches_no matches_no matches","4.305391e+04","2.630225e+04","3.122916e+04","2.883776e+04","2.281185e+04","4.548056e+04","4.454070e+04","4.384479e+04","3.221079e+04","2.924350e+04","3.290964e+04","3.039293e+04","3.394268e+04","1.591360e+04","3.604351e+04","3.429494e+04","2.957483e+04","1.906686e+04","1.607718e+04","3.237732e+04","2.690788e+04","3.645025e+04","1.885077e+04","2.829630e+04","1.494748e+04","2.366563e+04","2.647152e+04","4.098471e+04","3.104961e+04","3.366789e+04","2.467863e+04","2.653973e+04","1.190298e+04","2.626561e+04","3.633845e+04"
"467_167.0856_8.1606_4802_N/A_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Diphenylmethanes","2.954959e+03","0.000000e+00","1.458116e+04","5.587318e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.143155e+03","2.050055e+05","2.639808e+03","4.421693e+03","0.000000e+00","2.100835e+03","0.000000e+00","9.781422e+03","2.221137e+03","4.448787e+03","4.939186e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.191947e+04","1.723114e+04","0.000000e+00","1.830917e+04","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"558_169.1223_2.8271_3770_N/A_NA_no matches_no matches_no matches_no matches","3.921587e+03","2.454564e+03","2.369512e+03","2.419923e+03","5.620615e+03","0.000000e+00","3.135048e+03","2.539236e+03","4.011147e+03","2.503618e+03","2.314427e+03","2.933956e+03","0.000000e+00","0.000000e+00","1.025929e+04","3.208692e+03","2.483426e+03","3.388769e+03","2.253559e+03","2.401501e+03","4.437235e+03","2.194056e+03","8.300821e+03","3.337365e+03","3.317277e+03","0.000000e+00","2.664040e+03","3.453792e+03","2.357816e+03","2.877345e+03","2.633725e+03","3.227890e+03","2.642188e+03","2.874378e+03","0.000000e+00"
"582_170.0812_6.3635_6325_N/A_NA_no matches_no matches_no matches_no matches","6.613690e+03","5.769921e+03","2.288319e+03","2.181399e+03","0.000000e+00","0.000000e+00","2.665156e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.155410e+03","5.254636e+03","2.845932e+03","2.955850e+03","0.000000e+00","2.870076e+03","2.415266e+03","0.000000e+00","2.798770e+03","0.000000e+00","2.389768e+03","0.000000e+00","0.000000e+00","0.000000e+00","2.404503e+03","0.000000e+00","0.000000e+00","2.048806e+03","3.156302e+03","2.652913e+03","0.000000e+00","2.805106e+03","2.399113e+03","0.000000e+00","0.000000e+00"
"589_170.1137_1.1749_-1_7-Keto-8-aminopelargonic acid_7-Keto-8-aminopelargonic acid_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"596_170.1176_2.6702_1168_N/A_NA_no matches_no matches_no matches_no matches","3.839112e+04","2.206040e+04","5.484400e+04","1.034785e+04","2.573587e+04","2.703682e+04","3.159538e+04","2.524654e+04","4.432837e+04","2.485561e+04","4.085400e+04","1.603137e+04","3.293654e+04","5.375488e+04","2.640062e+04","4.632220e+04","2.303659e+04","3.165644e+04","4.515989e+04","5.194988e+04","1.143616e+04","5.540439e+04","4.278684e+04","4.732588e+04","1.866149e+04","2.637450e+04","2.892159e+04","1.452860e+04","3.602340e+04","5.219550e+04","2.897005e+04","5.503850e+04","4.677739e+04","4.520588e+04","3.188916e+04"
"623_170.154_2.0977_11674_Massbank:NA000328 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_Massbank:NA000328 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_no matches_no matches_no matches_no matches","4.960951e+03","0.000000e+00","0.000000e+00","2.220059e+03","0.000000e+00","0.000000e+00","2.465416e+03","0.000000e+00","3.439581e+03","0.000000e+00","4.970414e+03","2.291942e+03","0.000000e+00","2.129853e+03","2.097448e+03","0.000000e+00","2.017524e+03","2.134685e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.344510e+03","7.496999e+03","0.000000e+00","0.000000e+00","2.068503e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"625_170.154_1.2454_-1_Massbank:NA000240 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_Massbank:NA000240 Lupinine|[(1R,9aR)-2,3,4,6,7,8,9,9a-octahydro-1H-quinolizin-1-yl]methanol_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"626_170.154_1.0303_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"628_170.1653_3.4698_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"629_171.011_7.7082_1679_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.455774e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"633_171.0625_2.5521_-1_N/A_NA_no matches_no matches_no matches_no matches","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.816709e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.051285e+03","0.000000e+00","2.320660e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00"
"638_171.0653_1.5678_2781_N/A_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty acids and conjugates","2.585337e+03","4.977020e+03","2.216060e+03","2.812931e+03","0.000000e+00","0.000000e+00","2.595285e+03","2.149842e+03","2.883501e+03","5.191420e+03","2.263561e+03","2.282115e+03","2.758594e+03","0.000000e+00","2.016739e+03","0.000000e+00","2.159082e+03","0.000000e+00","0.000000e+00","2.665825e+03","2.327140e+03","2.033264e+03","0.000000e+00","2.147087e+03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.159238e+03","2.192745e+03","2.228220e+03","0.000000e+00","2.441706e+03","2.521977e+03","2.123847e+03"
