"","Mo_2019_320","Mo_2019_321","Mo_2019_322","Mo_2019_323","Mo_2019_324","Mo_2019_325","Mo_2019_326","Mo_2019_327","Mo_2019_328","Mo_2019_329","Mo_2019_330","Mo_2019_331","Mo_2019_332","Mo_2019_333","Mo_2019_334","Mo_2019_335","Mo_2019_336","Mo_2019_337","Mo_2019_338","Mo_2019_339","Mo_2019_340","Mo_2019_341","Mo_2019_342","Mo_2019_343","Mo_2019_344","Mo_2019_345","Mo_2019_346","Mo_2019_347","Mo_2019_348","Mo_2019_349","Mo_2019_350","Mo_2019_351","Mo_2019_352","Mo_2019_353","Mo_2019_543"
"119_608.3853_4.63_110_N/A_Spectral Match to Nonaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_NA",2213897000,2746861000,3713742000,3427028000,5061800000,222179400,224491300,810216900,3363332000,5999160000,4823957000,1694510000,2124769000,2636681000,778587900,461643100,1565591000,1597249000,1596471000,2008792000,3254344000,4107672000,164422900,98528120,803785200,2153684000,5002315000,3225609000,1229571000,1449950000,1741744000,557720800,224646500,806611600,298184900
"122_423.1993_9.5963_290_N/A_methyl 15-acetyl-5-methyl-5,15-diazahexacyclo[14.2.2.1.0.0.0]henicosa-9,11,13-triene-17-carboxylate, iodide_NA_Organic compounds_Lipids and lipid-like molecules_Prenol lipids_Terpene lactones",1979848000,1414204000,1952573000,1238508000,2129804000,3114355000,3058306000,1689576000,26330750,7771483,42221140,4650150,10962800,9697662,6101519,31024340,4827695,1681803000,1418474000,1927089000,1267306000,2129335000,2291789000,2220964000,1269817000,82402650,58208180,46307260,4892753,28289190,71286140,71485400,77890600,66364300,4972166
"123_445.2882_5.3401_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",850773300,1140406000,1557931000,1398888000,2406443000,105053400,106878200,356147400,1469690000,2787637000,2302727000,678788800,889800900,1028860000,327594500,155680100,415053800,676415300,849404800,1099925000,1592320000,2216250000,91483550,58868130,304547700,1101822000,2261925000,1612666000,534532700,657291300,859739500,233272200,105892600,309168900,55529100
"124_508.3268_6.1977_-1_N/A_NA_Lyngbyazothrin_C_Lyngbyazothrin_C_Organic compounds_Organic Polymers_Polypeptides_NA",23393680,23995810,42328300,35257310,22077230,39063790,36035580,23129400,44249120,47453960,40900970,50445370,24887440,9737534,50443850,32702530,26093570,23814960,27207130,45955550,50927270,27875560,25699140,23876530,31062580,18637490,20309170,50897600,44726980,8925791,9386342,30231690,30551430,27629940,24248660
"125_379.249_5.0285_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Aurilide_B_Aurilide_B_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",1278725000,1717744000,2199134000,1903722000,3830387000,104703700,87921710,496367000,2073102000,3889232000,3046248000,895240600,1154893000,1525318000,406260800,149536600,499878700,1082795000,1197359000,1619512000,2235560000,3033141000,93210770,64634600,469970400,1685504000,3582606000,2493640000,700005800,951670800,1264518000,344549000,116637100,378306900,62817870
"128_746.4323_10.6099_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",2290268,2269351,9521671,4313886,1430036,1225106,18148010,12850350,9627485,10442590,943360.5,977389.2,13323760,10906880,4819117,3597401,0,0,910030.7,517115.3,0,0,5392824,1511994,421954.7,1427569,1201073,0,0,122877.2,0,858903,311700.1,2169255,1947782
"130_247.1665_2.2293_1289_NCGC00385962-01_C16H24O3__NCGC00385962-01_C16H24O3__NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA",84155.07,0,436984.9,107479.9,93548.35,92625.85,104559.1,69391.63,76715.6,0,0,0,98914.62,88635.17,131443.3,122229.1,170659.1,205872.2,87623.04,0,0,0,97276.78,0,105284.5,0,79716.73,0,0,0,86628.05,179763.2,0,168881.6,95902.96
"131_452.2288_12.0094_87_N/A_Spectral Match to Linoleic acid ethyl ester from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides",144208.4,89150.18,182176.8,41771.64,0,31007.64,52865.28,18779.65,135943.2,57482.38,118715.4,20707.19,310287.4,151167.7,17290.33,75528.45,171779.6,84069.63,44661.11,225661.7,90709.18,176024.3,198098.6,191019.4,31384.41,61759.13,78009.38,116867.4,79036.47,64329.44,82382.86,32617.7,103360.7,35689.36,17942.59
"132_467.3015_5.4308_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Kahalalide_E_Kahalalide_E_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",579996400,789446400,1031694000,949020000,1568019000,82500430,88516590,258706400,987566300,1833708000,1668951000,537928800,607734000,709810300,246123300,130355200,331879300,456383800,580222400,789356200,1041106000,1452168000,78539190,48182760,215676900,704319900,1532009000,1041984000,392496600,441091800,566949000,187291200,96137940,250616200,51198090
"133_540.2483_9.8555_2276_N/A_NA_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_Amino acids, peptides, and analogues",2661064,2647891,2717688,1130019,2052437,3482175,4046370,3786053,2386164,3019146,2480746,334257.5,2479531,4004695,1504625,1964617,2664309,2840720,3679055,3331829,1183194,3210021,4225025,7769525,2575490,1318290,1772855,1786922,328675.4,1160896,1010189,4131372,2932186,2357853,4405260
"134_626.4838_11.5003_107_N/A_smenospongidine_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",14641570,10633900,10238650,11579670,9250823,9424011,13785110,11090640,11732330,10626680,15487790,11343140,9712157,11795910,8270463,12186380,8552562,11267500,10802070,13826850,14610680,11410050,11560860,14104410,11065930,8620168,11072910,10104430,13434320,12035850,13253480,16827060,10412070,11099080,9068027
"135_466.374_11.1284_107_N/A_Palmitoylcarnitine_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",13678360,10178060,12159270,10685740,6408550,11288540,13407730,8691571,5778096,7226449,11093200,7816919,7292991,8464663,6410517,10834860,9001903,5093994,6280141,6430458,7964657,9658170,8977889,436521,9058815,7882706,9756069,8743311,10487210,8186229,6940412,13533240,10173710,10373080,8623165
"137_224.9896_0.5607_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",19351300,7963962,1800754,3821396,7710599,3375415,4619260,3040865,3115516,3144483,17486250,321034.6,2539968,14489720,8838787,6102233,5535689,4247175,13609830,37600160,3908571,3748140,2255073,17086320,10141260,20973960,43527980,25510250,1028019,11501000,4895373,19424490,7647785,15468640,15821430
"138_174.09_12.1495_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA",9565171,49517070,10949700,46648640,29501310,40871190,35324120,20556230,28204100,34523930,66256860,10227000,28549390,14768460,35109990,8585798,20768820,83548140,27331560,7713589,18311100,33728410,76657350,85752620,53591060,4301821,7283605,35231190,8968760,21431480,39058360,23410510,51619230,9863470,63073430
"140_431.3846_11.4143_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",935245,100083.9,578392.1,17587.53,918090.1,2514825,1641975,680963,60285.81,706505.5,2563963,102797.4,770873.6,1271070,1224288,951601.2,891045.9,1242341,473837.9,2420903,101123,808412.1,1989980,5893207,727779.3,1229818,0,451946.4,558382.1,71216.34,604752.3,1244322,2969604,3085748,8151774
"141_174.09_12.976_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA",22120320,13739850,16777680,4394957,16890960,11553970,6722110,10477980,22569750,35009950,17958270,8043782,4307155,33246800,38175290,29193120,8359249,94642810,96940640,4978671,54869730,34519830,12448830,37638680,13677190,12616020,15937980,5935993,11507350,10130770,23955980,78886030,12598130,107605800,19033970
"142_402.9361_0.5535_1994_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Sulfanilides",11937880,4762973,2323341,2173699,7557072,2974639,4365473,4164652,3557976,2927056,9683818,33904.06,1877569,13973370,5838541,10100950,3713905,3661482,10620250,20636250,6078858,4525250,1973371,9612248,10361250,18235290,22376820,17568940,848608,9685039,5689136,13098990,5699118,13951470,10282450
"145_577.3669_5.8165_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Cyclosporin,_9CI_Cyclosporin_S_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",70070600,70983790,101999100,101269300,125540400,31051200,47523960,43105540,95163270,153394400,202390700,154607600,92781990,92770490,71125500,55981630,97297860,49745570,75367740,100428700,128308700,147414100,35106380,25262590,34032270,94894550,123455200,2235945,134086900,76300220,69318410,41100030,37183110,90033440,36376660
"149_479.3193_11.1896_87_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Fatty Acyls_Fatty amides",121346.3,114708.1,142866,305979.2,79733.77,30446.03,40706.21,45813.57,212621.5,128127.8,77047.51,142110.7,297156.8,93380.89,40426.67,29645.07,196273.8,152205.2,57464.4,112596.6,91045.73,63977.91,269354.3,170730.8,72755.57,128540.7,40587.48,92885.93,293820.5,44299.17,55224.45,40003.89,105895.3,44492.84,22013.88
"151_357.236_4.9052_30_N/A_Spectral Match to Undecaethylene glycol from NIST14_Aurilide_B_Aurilide_B_Organic compounds_Lipids and lipid-like molecules_Peptidomimetics_Depsipeptides",1248620000,1611180000,2008260000,1573477000,3219583000,96780000,84199580,470201800,1845640000,3601281000,2790201000,796368600,1080020000,1468553000,404858400,173522600,530847100,913082100,1050751000,1460128000,1915361000,2704700000,83303980,54455020,432852500,1418125000,2884871000,2112443000,645107900,849586700,1177199000,307362900,106225200,362769600,79294240
"153_582.4574_11.5139_107_N/A_Sorbitane Monopalmitate - Polysorbate 40 in-source fragment_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",12962570,10880790,12354960,11997040,9161595,10682000,14352750,11754940,13401310,12767790,17366020,11544570,12267490,14511370,8235875,14873460,9605680,10558020,9991525,13708440,14515050,10659650,12073930,13270540,12746010,9381756,10114950,10528730,13494620,11774020,13469270,17904750,10524810,15111830,11042470
"156_226.1802_11.4149_209_VITAMIN K1_VITAMIN K1_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA",3522000,817089.6,1526520,518066.9,2656837,7348015,4795955,4657440,454941.4,1918413,12226890,1662106,5536239,3488089,5264886,2392698,1692361,3613695,484161.1,3726998,584018.5,2602414,5739078,13089690,3138725,3147941,199422.5,1782187,4415140,1064340,4673040,4713501,9176489,10919150,10306180
"161_552.1966_12.4926_184_Contaminant vial septum ThermoFisher C5000-44B_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",37891.12,0,0,44302.96,165245.5,42900.94,1273298,1025096,171532.5,5424796,2216860,114105.3,51109.42,1422757,976492.4,3399332,1844697,706639.7,1459281,952982.3,1178423,686946.8,1921304,1360248,2777854,966983.1,825992.2,836796.7,400725.3,1248664,3429444,1340213,1185354,627541.3,1475651
"162_174.09_11.6315_704_N/A_Massbank:LU101103 3-Methyl-1-phenyl-1H-pyrazol-5-amine|5-methyl-2-phenylpyrazol-3-amine_NA_Organic compounds_Organoheterocyclic compounds_Organooxygen compounds_NA",8289800,136897900,5373685,11760080,72632690,50199190,59296060,71155950,25720350,48929610,29827910,6005050,4335133,44302090,53671360,57202510,47088580,129606700,15419350,54178470,14750560,29830530,18514970,23431460,47924380,23678710,12279440,62180830,9348592,13639690,14778960,44811550,12399450,115455200,25890270
"163_510.3994_10.6978_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",6785143,4378396,4719618,5103210,3803031,3092943,7461165,3272470,3326718,3357778,4557157,1707634,1959412,4400160,3555238,3303058,4703708,2738745,4440316,3992469,3649285,3548977,6305515,6002595,3773605,4126593,4651396,4538640,2725280,2623354,3841080,6872822,4635493,6961433,9101892
"164_437.2721_11.0141_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",0,410703,0,341758,154680,224611,259842.9,35434.88,120703.1,220798.6,242129.3,116712,152277.3,141877.7,93727.64,111245.2,112814.8,111791,81148.46,120648.8,334729.6,0,61645.75,73360.73,104943.7,0,0,0,180343.1,0,120409.3,62229.9,62625.77,0,0
"165_244.1908_11.4207_209_N/A_Spectral Match to 3-Hydroxydodecanoic acid from NIST14_NA_Organic compounds_Organic acids and derivatives_Carboxylic acids and derivatives_NA",3111693,666628.3,1620609,469137.8,3249787,5371323,4235956,3898904,418796.8,1905974,10755590,1378075,5649906,3770893,3354573,2187863,1619137,3483467,483387.6,3725108,543838.3,2332745,5409850,10245950,1844196,2683483,129758.6,1535405,4658124,771274.9,4713983,3706939,9422804,10783330,6367898
"168_554.426_10.6932_107_N/A_[3-[[2,3-dihydroxypropoxy]-hydroxyphosphoryl]oxy-2-tetradecanoyloxypropyl] tetradecanoate_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",7362788,4369215,4762937,5384923,4269378,3553014,7487136,2183654,3197666,4798464,5517097,1923899,1909093,3598974,3290490,3914213,5367894,2860789,5000181,4490307,3931685,4694254,6663044,6461505,2765515,3720030,5519641,4863626,3711825,2665890,4154604,8584703,3771667,6901362,7715490
"169_538.431_11.5264_107_N/A_eudesmin_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",9809148,6804110,8091021,9482692,7882631,6255593,13124360,9715894,8415790,7721399,16186400,9762705,7856733,10785590,7612199,9192687,6408720,9316384,8587726,9744445,11125600,8419736,7830544,10601860,8181694,6774947,7961765,7115310,11647950,10187200,10396800,11081920,8395917,11731640,6806227
"170_710.3948_11.0718_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",6489240,4090474,4532024,4019118,5939486,8397932,8791292,6486982,5422960,6401430,6547513,4098020,4842620,5625415,7888791,4085454,7176354,6834847,6399711,8358082,4605803,6192849,7724525,8169620,5577607,6683102,6300427,5174322,3890016,4464814,6567919,8969515,9481741,8402734,10876610
"172_386.9243_0.5876_631_N/A_NA_NA_Organic compounds_Benzenoids_Benzene and substituted derivatives_Halobenzenes",7960515,7164058,4655193,4364411,8958524,6275486,6870776,4562257,4618136,5315229,8501325,4381525,3148489,9946573,7541657,9348293,6015204,4898855,9757880,10703430,7861034,5026792,3014820,11549580,10793620,9404781,7562367,11595490,5959712,9465565,7964597,10978340,6782936,11539420,11334360
"174_670.5101_11.4898_107_N/A_NA_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",9506484,7354679,8617692,8878145,5087147,7319592,10219300,7813842,8542113,6113072,10617420,6599747,7668520,7962742,5768503,9086874,6274281,6103071,6650106,10142710,9566457,9556184,6973975,9952460,7304790,6503483,7685106,6584654,8967889,9009154,9224199,12235330,6208741,8651910,6363447
"175_598.4523_10.6623_107_N/A_(2-aminoethoxy)[2,3-bis(tetradecanoyloxy)propoxy]phosphinic acid_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",5945201,4122289,4206213,3355378,3298207,2724419,5924505,2511779,3330812,3157814,4389588,1808389,1028187,2899442,2957919,3160653,2597501,3088737,3821883,3798827,3751249,4407875,5228710,5533258,2111932,2650735,3311848,2403870,2926497,2168086,3307333,5266429,3396361,5347680,3996257
"181_604.3322_10.3281_496_N/A_NA_NA_Organic compounds_Organoheterocyclic compounds_Prenol lipids_NA",12778600,17708950,38235730,31733190,14886860,12313760,135508400,78885090,39095760,55748860,10929130,13983150,177364300,93620170,31796040,34535520,996916.3,227893,5649431,3250426,2451733,691672.8,18845770,1922245,7961239,12189470,4224163,1403141,1921737,1422008,916158,4904215,2988491,13914460,7644761
"186_730.5313_11.0548_-1_N/A_NA_NA_no matches_no matches_no matches_no matches",8621227,6478780,5610777,7215182,8838076,7577418,18973610,6948754,7615065,5637371,16210630,7901257,8279294,8298022,8227734,7859799,8243433,6928461,5328013,8900225,8338436,7836605,9111304,8682542,8146741,7832571,9296085,7042135,8224641,7728946,7468075,8744920,8461017,10897780,8324921
"187_281.1537_10.7835_2173_N/A_Massbank:PR300023 19S-Methoxytubotaiwine_NA_Organic compounds_Benzenoids_Phenanthrenes and derivatives_NA",14939950,10800960,10233090,8817623,9688249,12358230,17457000,9672446,9231463,9519237,13890600,2630534,6385062,7758092,8664071,12432070,10489010,8978542,12601380,10487180,8206885,14686800,14670810,16187900,3414499,1992975,3473523,2854878,1391988,1912012,2340198,3569529,3805089,2915836,4165346
"193_656.2263_11.6292_184_N/A_Contaminant vial septum ThermoFisher C5000-44B_NA_Organic compounds_Phenylpropanoids and polyketides_Flavonoids_Flavonoid glycosides",6408864,6134193,5322146,2962262,15619430,11046730,19086530,10412960,5166993,13276130,20210680,2673185,2314709,6332841,7630010,21310380,13820780,27462250,39977810,13023740,17140390,21822620,32314130,24086140,8380602,21505480,29912520,1126692,16498710,18148310,11097140,28052980,9819656,35361450,24176240
"196_228.1959_8.6406_176_N/A_Spectral Match to 9,12-Octadecadiynoic Acid from NIST14_NA_Organic compounds_Lipids and lipid-like molecules_Steroids and steroid derivatives_NA",9119192,8176691,9046348,6717944,8108001,9630883,21473690,15123780,10290020,12140920,10808830,6916035,6933615,10971540,10851010,29164760,9066698,15300110,20184820,18054210,19423970,12933360,17500740,30171920,22148820,20584950,13583440,12656280,6911558,9940105,11813260,31182900,27840720,20463330,11051380
